Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply,Average Salary,Compant Text,Job State,Company Age
Card Data Analyst,$45K-$78K (Glassdoor est.),4.0,"GTN Technical Staffing
4.0","Tempe, AZ","Dallas, TX",201 to 500 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),"MATRIX Resources, The Insource Group, TEKsystems",-1,61.5,GTN Technical Staffing, AZ,22
"IT Data Analyst, TS/SCI with Poly",$45K-$78K (Glassdoor est.),3.8,"AOC Solutions, Inc.
3.8","DC Ranch, AZ","Chantilly, VA",51 to 200 employees,1996,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),-1,-1,61.5,"AOC Solutions, Inc.", AZ,26
"Senior Analyst, Global Data Governance & Strategy",$45K-$78K (Glassdoor est.),2.9,"Circle K Stores, Inc.
2.9","Tempe, AZ","Tempe, AZ",10000+ employees,1951,Company - Public,Gas Stations,Retail,$2 to $5 billion (USD),-1,-1,61.5,"Circle K Stores, Inc.", AZ,71
Data Analyst with ETL tools and EDW,$45K-$78K (Glassdoor est.),-1.0,LiveMindz,"Tempe, AZ","Dallas, TX",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,61.5,LiveMindz, AZ,-1
"Underwriting Analyst (strong data analytics in actuarial, statistics etc)",$45K-$78K (Glassdoor est.),3.1,"Blue Cross Blue Shield of Arizona
3.1","Phoenix, AZ","Phoenix, AZ",1001 to 5000 employees,1939,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1,-1,61.5,Blue Cross Blue Shield of Arizona, AZ,83
JPSC-6986 - Data Governance Analyst,$45K-$78K (Glassdoor est.),4.5,"Avani Technology Solutions
4.5","Scottsdale, AZ","Rochester, NY",501 to 1000 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,61.5,Avani Technology Solutions, AZ,14
Project Regulatory/Risk Data Analyst,$45K-$78K (Glassdoor est.),3.1,"MUFG
3.1","Tempe, AZ","Tokyo, Japan",10000+ employees,1864,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1,-1,61.5,MUFG, AZ,158
Marketing Data Analyst Coordinator,$45K-$78K (Glassdoor est.),-1.0,AUDACIOUS STUDIOS LLC,"Tempe, AZ","Tempe, AZ",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,61.5,AUDACIOUS STUDIOS LLC, AZ,-1
Language Data Analyst,$45K-$78K (Glassdoor est.),2.8,"TransPerfect
2.8","Tempe, AZ","New York, NY",1001 to 5000 employees,1992,Company - Private,Consulting,Business Services,$500 million to $1 billion (USD),-1,-1,61.5,TransPerfect, AZ,30
Senior Analyst - Client Data,$45K-$78K (Glassdoor est.),2.9,"CVS Health
2.9","Scottsdale, AZ","Woonsocket, RI",10000+ employees,1963,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Walmart, Walgreens, Express Scripts",-1,61.5,CVS Health, AZ,59
Data Analyst II,$41K-$78K (Glassdoor est.),3.6,"Greenphire
3.6","King of Prussia, PA","King of Prussia, PA",201 to 500 employees,2008,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),"DrugDev , Bracket, Bioclinica",-1,59.5,Greenphire, PA,14
Data Analyst - Priceguide,$41K-$78K (Glassdoor est.),3.6,"ECRI
3.6","Plymouth Meeting, PA","Plymouth Meeting, PA",201 to 500 employees,1968,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,59.5,ECRI, PA,54
Sr Data Analyst,$41K-$78K (Glassdoor est.),2.3,"United BioSource
2.3","Blue Bell, PA","Blue Bell, PA",1001 to 5000 employees,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Covance, ICON",-1,59.5,United BioSource, PA,19
Junior Data Analyst,$41K-$78K (Glassdoor est.),3.2,"Revantage Corporate Services
3.2","Fort Washington, PA","Chicago, IL",201 to 500 employees,2017,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,-1,-1,59.5,Revantage Corporate Services, PA,5
Sr. Data Analyst,$41K-$78K (Glassdoor est.),3.6,"Community Behavioral Health
3.6","Philadelphia, PA","Phila, PA",201 to 500 employees,1994,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,-1,59.5,Community Behavioral Health, PA,28
Data Analyst,$41K-$78K (Glassdoor est.),4.7,"STRATIS IoT Inc
4.7","Philadelphia, PA","Philadelphia, PA",1 to 50 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,-1,59.5,STRATIS IoT Inc, PA,9
Data Analyst,$41K-$78K (Glassdoor est.),3.9,"Ampcus Incorporated
3.9","Philadelphia, PA","Chantilly, VA",501 to 1000 employees,2004,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1,-1,59.5,Ampcus Incorporated, PA,18
Data Analyst,$41K-$78K (Glassdoor est.),3.9,"Mondo
3.9","Wilmington, DE","New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Robert Half, Insight Global",-1,59.5,Mondo, DE,22
Data Analyst - Entry Level,$41K-$78K (Glassdoor est.),-1.0,2000 east westmoreland st llc,"King of Prussia, PA",-1,-1,-1,-1,-1,-1,-1,-1,-1,59.5,2000 east westmoreland st llc, PA,-1
SQL Data Analyst,$41K-$78K (Glassdoor est.),3.9,"Mondo
3.9","Malvern, PA","New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Robert Half, Insight Global",-1,59.5,Mondo, PA,22
Data Analyst,$41K-$78K (Glassdoor est.),3.8,"Seer Interactive
3.8","Philadelphia, PA","Philadelphia, PA",51 to 200 employees,2002,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,59.5,Seer Interactive, PA,20
Junior Data Analyst,$41K-$78K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC
5.0","Philadelphia, PA","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,59.5,"Staffigo Technical Services, LLC", PA,14
"Data Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions)",$41K-$78K (Glassdoor est.),-1.0,Ernst & Young LLP,"Philadelphia, PA",-1,-1,-1,-1,-1,-1,-1,-1,-1,59.5,Ernst & Young LLP, PA,-1
Data Analyst,$41K-$78K (Glassdoor est.),3.7,"Tetra Tech, Inc.
3.7","Philadelphia, PA","Pasadena, CA",10000+ employees,1966,Company - Public,Architectural & Engineering Services,Business Services,$2 to $5 billion (USD),-1,-1,59.5,"Tetra Tech, Inc.", PA,56
Pharmaceutical Data Analyst,$41K-$78K (Glassdoor est.),5.0,"Keen360, Inc.
5.0","Horsham, PA","King of Prussia, PA",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,59.5,"Keen360, Inc.", PA,-1
Data Analyst,$41K-$78K (Glassdoor est.),3.5,"The Judge Group, Inc.
3.5","Camden, NJ","Wayne, PA",1001 to 5000 employees,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Adecco, Kforce",-1,59.5,"The Judge Group, Inc.", NJ,52
Data Analyst,$41K-$78K (Glassdoor est.),3.8,"Apex Systems
3.8","Philadelphia, PA","Glen Allen, VA",1001 to 5000 employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"TEKsystems, Insight Global, Accenture",True,59.5,Apex Systems, PA,27
Data Analyst,$41K-$78K (Glassdoor est.),4.2,"Micro-Data Systems, Inc.
4.2","Philadelphia, PA","Holmdel, NJ",51 to 200 employees,1992,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,-1,59.5,"Micro-Data Systems, Inc.", PA,30
Data Analyst,$41K-$78K (Glassdoor est.),3.3,"Techligent
3.3","Philadelphia, PA","Vienna, VA",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1,-1,59.5,Techligent, PA,-1
Data Analyst - Data Science,$41K-$78K (Glassdoor est.),3.3,"Gopuff
3.3","Philadelphia, PA","Philadelphia, PA",1001 to 5000 employees,2013,Company - Private,Express Delivery Services,Transportation & Logistics,Unknown / Non-Applicable,-1,-1,59.5,Gopuff, PA,9
Data Analyst,$41K-$78K (Glassdoor est.),4.1,"Collabera
4.1","Philadelphia, PA","Basking Ridge, NJ",10000+ employees,1991,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),"Kforce, Insight Global, Volt Consulting Group",-1,59.5,Collabera, PA,31
Data Reporting Analyst,$41K-$78K (Glassdoor est.),3.9,"Mondo
3.9","Feasterville Trevose, PA","New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Robert Half, Insight Global",-1,59.5,Mondo, PA,22
Data Analyst,$41K-$78K (Glassdoor est.),4.3,"University of Pennsylvania
4.3","Philadelphia, PA","Philadelphia, PA",10000+ employees,1740,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,"Harvard University, Yale University, Princeton University",-1,59.5,University of Pennsylvania, PA,282
Data Analyst,$41K-$78K (Glassdoor est.),4.1,"VSE, Inc.
4.1","Feasterville Trevose, PA","Langhorne, PA",1 to 50 employees,-1,Company - Private,"Cable, Internet & Telephone Providers",Telecommunications,$5 to $10 million (USD),-1,-1,59.5,"VSE, Inc.", PA,-1
Data Analyst,$41K-$78K (Glassdoor est.),3.5,"Eastern Metal Recycling
3.5","Camden, NJ","Warrington, United Kingdom",1001 to 5000 employees,-1,Company - Private,Metals Brokers,Mining & Metals,$2 to $5 billion (USD),-1,-1,59.5,Eastern Metal Recycling, NJ,-1
"Data Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions)",$41K-$78K (Glassdoor est.),3.8,"EY
3.8","Philadelphia, PA","London, United Kingdom",10000+ employees,1989,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),"Deloitte, KPMG, PwC",-1,59.5,EY, PA,33
Data Analyst,$41K-$78K (Glassdoor est.),3.6,"Red Tettemer
3.6","Philadelphia, PA","Philadelphia, PA",51 to 200 employees,-1,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),-1,True,59.5,Red Tettemer, PA,-1
Data Reporting Analyst,$41K-$78K (Glassdoor est.),3.5,"Robert Half
3.5","Philadelphia, PA","Menlo Park, CA",10000+ employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Adecco, Manpower",-1,59.5,Robert Half, PA,74
"Jr. Data Analyst, Master Data",$38K-$68K (Glassdoor est.),3.2,"IntegriChain
3.2","Philadelphia, PA","Philadelphia, PA",201 to 500 employees,2005,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,-1,53.0,IntegriChain, PA,17
Data Analyst,$38K-$68K (Glassdoor est.),2.4,"PMHCC Inc.
2.4","Philadelphia, PA","Philadelphia, PA",501 to 1000 employees,1987,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,53.0,PMHCC Inc., PA,35
Neuroimaging Data Analyst Junior,$38K-$68K (Glassdoor est.),4.3,"University of Pennsylvania
4.3","Philadelphia, PA","Philadelphia, PA",10000+ employees,1740,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,"Harvard University, Yale University, Princeton University",-1,53.0,University of Pennsylvania, PA,282
Healthcare Data Analytics Analyst,$38K-$68K (Glassdoor est.),3.1,"AmeriHealth Caritas
3.1","Philadelphia, PA","Philadelphia, PA",5001 to 10000 employees,1983,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),"UnitedHealth Group, Molina Healthcare, Centene",-1,53.0,AmeriHealth Caritas, PA,39
Certified Tumor Registrar/Data Analyst [CTR and experience required],$38K-$68K (Glassdoor est.),3.5,"Temple University Health System
3.5","Philadelphia, PA","Philadelphia, PA",5001 to 10000 employees,-1,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,-1,53.0,Temple University Health System, PA,-1
Business Systems/Data Analyst [Remote],$38K-$68K (Glassdoor est.),-1.0,Wittij Consulting,"Philadelphia, PA","Smithfield, RI",1 to 50 employees,-1,Unknown,-1,-1,Unknown / Non-Applicable,-1,-1,53.0,Wittij Consulting, PA,-1
CCB Risk - Fraud Risk Data Analyst - Associate,$38K-$68K (Glassdoor est.),3.9,"JPMorgan Chase & Co.
3.9","Wilmington, DE","New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,-1,53.0,JPMorgan Chase & Co., DE,223
Data Analyst,$38K-$68K (Glassdoor est.),5.0,"Staffigo Technical Services, LLC
5.0","Philadelphia, PA","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,53.0,"Staffigo Technical Services, LLC", PA,14
Analyst Data Intelligence (US),$38K-$68K (Glassdoor est.),2.4,"Avantor
2.4","Radnor, PA","Radnor, PA",10000+ employees,1904,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),"Thermo Fisher Scientific, MilliporeSigma, Merck KGaA",-1,53.0,Avantor, PA,118
Healthcare Data Analytics Analyst,$38K-$68K (Glassdoor est.),-1.0,Amerihealth Caritas Health Plan,"Philadelphia, PA",-1,-1,-1,-1,-1,-1,-1,-1,-1,53.0,Amerihealth Caritas Health Plan, PA,-1
Data Analyst,$38K-$68K (Glassdoor est.),4.2,"Tandigm Health LLC
4.2","West Conshohocken, PA","West Conshohocken, PA",51 to 200 employees,2014,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,53.0,Tandigm Health LLC, PA,8
Clinical Data Analyst,$38K-$68K (Glassdoor est.),4.3,"University of Pennsylvania
4.3","Philadelphia, PA","Philadelphia, PA",10000+ employees,1740,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,"Harvard University, Yale University, Princeton University",-1,53.0,University of Pennsylvania, PA,282
Data Analyst - Contract - W2,$38K-$68K (Glassdoor est.),-1.0,Amplify Systems,"Malvern, PA","Salem, NH",1 to 50 employees,-1,Company - Public,IT Services,Information Technology,Less than $1 million (USD),-1,-1,53.0,Amplify Systems, PA,-1
Healthcare Data Analyst,$38K-$68K (Glassdoor est.),-1.0,DL Staffing Solutions,"Philadelphia, PA",-1,-1,-1,-1,-1,-1,-1,-1,-1,53.0,DL Staffing Solutions, PA,-1
"Data Analyst, Value Based Payment (VBP)",$38K-$68K (Glassdoor est.),2.7,"Change Healthcare
2.7","King of Prussia, PA","Nashville, TN",10000+ employees,2007,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1,53.0,Change Healthcare, PA,15
Data Analyst - Digital Media,$38K-$68K (Glassdoor est.),4.6,"Bryn Mawr Communications LLC
4.6","Wayne, PA","Wayne, PA",1 to 50 employees,-1,Company - Private,Publishing,Media,$1 to $5 million (USD),-1,-1,53.0,Bryn Mawr Communications LLC, PA,-1
Data Strategy Analyst,$38K-$68K (Glassdoor est.),3.9,"Mondo
3.9","Wilmington, DE","New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Robert Half, Insight Global",-1,53.0,Mondo, DE,22
Business Data Analyst,$38K-$68K (Glassdoor est.),3.5,"Dextro Software Systems
3.5","Bensalem, PA","Princeton Junction, NJ",51 to 200 employees,1993,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),Vaptech,True,53.0,Dextro Software Systems, PA,29
"Senior Data Analyst, Specialist",$38K-$68K (Glassdoor est.),3.2,"Vanguard
3.2","Malvern, PA","Malvern, PA",10000+ employees,1975,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,"Charles Schwab, Fidelity Investments, Edward Jones",-1,53.0,Vanguard, PA,47
Data Analyst/Architect,$38K-$68K (Glassdoor est.),2.7,"TechUSA
2.7","Philadelphia, PA","Millersville, MD",1001 to 5000 employees,1998,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,-1,53.0,TechUSA, PA,24
Sr Data Analyst,$38K-$68K (Glassdoor est.),3.9,"Mondo
3.9","Philadelphia, PA","New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Robert Half, Insight Global",-1,53.0,Mondo, PA,22
Data Analyst - Contractor,$38K-$68K (Glassdoor est.),3.1,"ConnectiveRx
3.1","King of Prussia, PA","Whippany, NJ",1001 to 5000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,-1,53.0,ConnectiveRx, PA,7
SQL Data Analyst,$38K-$68K (Glassdoor est.),4.5,"Piper Companies
4.5","Horsham, PA","Mc Lean, VA",201 to 500 employees,2011,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,53.0,Piper Companies, PA,11
Data Analyst/Records Management,$38K-$68K (Glassdoor est.),3.8,"Innovative Development, LLC
3.8","Exton, PA","Harleysville, PA",51 to 200 employees,1992,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,-1,53.0,"Innovative Development, LLC", PA,30
Senior Data Analyst,$38K-$68K (Glassdoor est.),3.2,"Philabundance
3.2","Philadelphia, PA","Philadelphia, PA",201 to 500 employees,-1,Nonprofit Organization,Social Assistance,Non-Profit,Unknown / Non-Applicable,-1,-1,53.0,Philabundance, PA,-1
Senior Data Analyst,$38K-$68K (Glassdoor est.),4.1,"Collabera
4.1","Philadelphia, PA","Basking Ridge, NJ",10000+ employees,1991,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),"Kforce, Insight Global, Volt Consulting Group",-1,53.0,Collabera, PA,31
Business / Data Analyst,$38K-$68K (Glassdoor est.),-1.0,Kforce Technology Staffing,"Wilmington, DE",-1,-1,-1,-1,-1,-1,-1,-1,-1,53.0,Kforce Technology Staffing, DE,-1
Data Analyst- Remote,$38K-$68K (Glassdoor est.),-1.0,FredBeans,"Doylestown, PA",-1,-1,-1,-1,-1,-1,-1,-1,-1,53.0,FredBeans, PA,-1
Data Governance Analyst,$38K-$68K (Glassdoor est.),3.5,"Genuent Global, LLC
3.5","Wayne, PA","Houston, TX",201 to 500 employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,-1,53.0,"Genuent Global, LLC", PA,16
Senior Data Analyst,$37K-$44K (Glassdoor est.),4.3,"University of Pennsylvania
4.3","Philadelphia, PA","Philadelphia, PA",10000+ employees,1740,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,"Harvard University, Yale University, Princeton University",-1,40.5,University of Pennsylvania, PA,282
Data Analyst- Remote,$37K-$44K (Glassdoor est.),1.8,"Fred Beans Parts, Inc
1.8","Doylestown, PA","Doylestown, PA",51 to 200 employees,-1,Company - Private,-1,-1,$50 to $100 million (USD),-1,-1,40.5,"Fred Beans Parts, Inc", PA,-1
Senior Healthcare Data Analyst - Multiple Positions,$37K-$44K (Glassdoor est.),3.7,"CHOP
3.7","Philadelphia, PA","Philadelphia, PA",1001 to 5000 employees,1855,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),-1,-1,40.5,CHOP, PA,167
Data Analyst D,$37K-$44K (Glassdoor est.),4.3,"University of Pennsylvania
4.3","Philadelphia, PA","Philadelphia, PA",10000+ employees,1740,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,"Harvard University, Yale University, Princeton University",-1,40.5,University of Pennsylvania, PA,282
Data Analyst,$37K-$44K (Glassdoor est.),3.8,"Login Consulting Services, Inc
3.8","Allegheny West, PA","El Segundo, CA",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,-1,40.5,"Login Consulting Services, Inc", PA,-1
Data Analyst,$37K-$44K (Glassdoor est.),4.0,"ORS Partners
4.0","Paoli, PA","Audubon, PA",51 to 200 employees,2012,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),-1,-1,40.5,ORS Partners, PA,10
Data Analyst- Remote,$37K-$44K (Glassdoor est.),3.9,"Fred Beans
3.9","Doylestown, PA","Doylestown, PA",1001 to 5000 employees,-1,Company - Private,Vehicle Dealers,Retail,$1 to $2 billion (USD),-1,-1,40.5,Fred Beans, PA,-1
SQL Data Analyst,$37K-$44K (Glassdoor est.),3.9,"Zachary Piper Solutions, LLC
3.9","Horsham, PA","Mc Lean, VA",51 to 200 employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),-1,-1,40.5,"Zachary Piper Solutions, LLC", PA,11
Business/Data Analyst,$37K-$44K (Glassdoor est.),3.4,"Infinity Consulting Solutions
3.4","Wilmington, DE","New York, NY",501 to 1000 employees,2001,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"The Judge Group, Addison Group, PageGroup",-1,40.5,Infinity Consulting Solutions, DE,21
